packet_size,,,tcp_seq,tcp_size,tcp_ack,nvme_packet_type,nvme_packet_pdo,nvme_packet_plen,nvme_cid,nvme_opc,remain_data
140,9.699999736767495e-08,0,2052802707,72,121837153,4,0,72,40982,2,-1
1516,5.088199998226628e-05,1,121840049,1448,2052802779,7,24,4120,36889,-1,1
1516,0.0,1,121840049,1448,2052802779,5,0,24,36889,-1,-1
1516,2.7554999974199745e-05,1,121848737,1448,2052802779,7,24,8216,40984,-1,1
1516,0.0,1,121848737,1448,2052802779,5,0,24,40984,-1,-1
140,1.1200006611034041e-07,0,2052802779,72,121847289,4,0,72,32794,2,-1
668,2.9603000029965187e-05,1,121853081,600,2052802779,7,24,4120,28695,-1,1
668,0.0,1,121853081,600,2052802779,5,0,24,28695,-1,-1
1316,2.6962999982060865e-05,1,121856577,1248,2052802779,7,24,4120,40982,-1,1
1316,0.0,1,121856577,1248,2052802779,5,0,24,40982,-1,-1
1316,1.2708000099337369e-05,1,121860721,1248,2052802851,7,24,4120,32794,-1,1
1316,0.0,1,121860721,1248,2052802851,5,0,24,32794,-1,-1
5436,3.160000687785214e-07,0,3986453803,5368,2592487998,4,72,8264,16467,1,-1
4236,1.069998916136683e-07,0,3986459171,4168,2592487998,4,72,4168,16466,1,-1
116,0.006362517999946249,1,2592487998,48,3986463339,5,0,24,16466,-1,1
116,0.0,1,2592487998,48,3986463339,5,0,24,16467,-1,-1
2044,0.0013723939999863433,0,1404361343,1976,702207629,4,72,16456,61518,1,-1
92,0.00019878499995229504,1,702207629,24,1404363319,5,0,24,61518,-1,-1
140,2.8200008728163084e-07,0,1404363319,72,702207653,4,0,72,16463,0,-1
92,0.0010906489999342739,1,702207653,24,1404363391,5,0,24,16463,-1,-1
4236,0.0015025239999886253,0,1404363391,4168,702207677,4,72,4168,79,1,-1
92,0.001777550999918276,1,702207677,24,1404367559,5,0,24,79,-1,-1
140,0.0338891069999363,0,3986463339,72,2592488046,4,0,72,24660,0,-1
92,0.00018753400001969567,1,2592488046,24,3986463411,5,0,24,24660,-1,-1
4236,4.18000013269193e-07,0,3986463411,4168,2592488070,4,72,4168,16471,1,-1
4236,9.600000794307562e-08,0,3986467579,4168,2592488070,4,72,4168,20566,1,-1
2788,8.6581000005026e-05,0,3986473195,2720,2592488070,4,72,4168,16469,1,-1
116,0.00015897400010089768,1,2592488070,48,3986475915,5,0,24,16471,-1,1
116,0.0,1,2592488070,48,3986475915,5,0,24,20566,-1,-1
92,2.6233999960822985e-05,1,2592488118,24,3986475915,5,0,24,16469,-1,-1
140,0.5178976890000513,0,3986475915,72,2592488142,4,0,72,16472,2,-1
1316,2.609000000575179e-05,1,2592491038,1248,3986475987,7,24,4120,16472,-1,1
1316,0.0,1,2592491038,1248,3986475987,5,0,24,16472,-1,-1
140,4.690000423579477e-07,0,3986475987,72,2592492286,4,0,72,16473,2,-1
1316,2.664600003754458e-05,1,2592495182,1248,3986476059,7,24,4120,16473,-1,1
1316,0.0,1,2592495182,1248,3986476059,5,0,24,16473,-1,-1
140,0.2963181979999945,0,3986476059,72,2592496430,4,0,72,8282,1,-1
92,0.00011020199997346936,1,2592496430,24,3986476131,9,0,24,-1,-1,-1
300,2.2599999738304177e-07,0,3986496403,232,2592496454,6,24,20504,-1,-1,-1
92,0.005864761999987422,1,2592496454,24,3986496635,5,0,24,8282,-1,-1
140,0.02992976399991676,0,1404367559,72,702207701,4,0,72,4163,2,-1
140,3.8700000004610047e-07,0,1404367631,72,702207701,4,0,72,4162,2,-1
140,1.2500004231696948e-07,0,1404367703,72,702207701,4,0,72,8257,2,-1
140,8.400002116104588e-08,0,1404367775,72,702207701,4,0,72,57424,2,-1
1516,3.962300002058328e-05,1,702210597,1448,1404367847,7,24,4120,4163,-1,1
1516,0.0,1,702210597,1448,1404367847,5,0,24,4163,-1,-1
1516,3.555399996457709e-05,1,702223629,1448,1404367847,7,24,12312,4162,-1,1
1516,0.0,1,702223629,1448,1404367847,5,0,24,4162,-1,-1
420,2.9574999985015893e-05,1,702227973,352,1404367847,7,24,4120,8257,-1,1
420,0.0,1,702227973,352,1404367847,5,0,24,8257,-1,-1
1316,1.0381000038250932e-05,1,702231221,1248,1404367847,7,24,4120,57424,-1,1
1316,0.0,1,702231221,1248,1404367847,5,0,24,57424,-1,-1
140,0.5622512219999862,0,1404367847,72,702232469,4,0,72,8260,2,-1
324,2.945100004581036e-05,1,702252741,256,1404367919,7,24,20504,8260,-1,1
324,0.0,1,702252741,256,1404367919,5,0,24,8260,-1,-1
140,0.29792625599998246,0,1404367919,72,702252997,4,0,72,8261,1,-1
92,0.00011656899994250125,1,702252997,24,1404367991,9,0,24,-1,-1,-1
10188,0.0017578220000586953,0,1404382471,10120,702253021,6,24,24600,-1,-1,-1
92,0.006014722000031725,1,702253021,24,1404392591,5,0,24,8261,-1,-1
140,0.017968316999940726,0,3986496635,72,2592496478,4,0,72,20561,2,-1
572,3.702100002556108e-05,1,2592512406,504,3986496707,7,24,16408,20561,-1,1
572,0.0,1,2592512406,504,3986496707,5,0,24,20561,-1,-1
140,0.25375283200003196,0,3986496707,72,2592512910,4,0,72,20562,2,-1
1316,2.6417000071887742e-05,1,2592515806,1248,3986496779,7,24,4120,20562,-1,1
1316,0.0,1,2592515806,1248,3986496779,5,0,24,20562,-1,-1
140,0.22380602600003385,0,1404392591,72,702253045,4,0,72,12358,2,-1
1316,2.586000005067035e-05,1,702255941,1248,1404392663,7,24,4120,12358,-1,1
1316,0.0,1,702255941,1248,1404392663,5,0,24,12358,-1,-1
2292,1.0600001587590668e-07,0,2052812987,2224,121861969,4,72,12360,36891,1,-1
92,0.006319088000054762,1,121861969,24,2052815211,5,0,24,36891,-1,-1
140,0.027316564999978254,0,1136544042,72,2671603559,4,0,72,28775,2,-1
140,3.5400000797380926e-07,0,1136544114,72,2671603559,4,0,72,24678,2,-1
1316,5.643399993005005e-05,1,2671606455,1248,1136544186,7,24,4120,28775,-1,1
1316,0.0,1,2671606455,1248,1136544186,5,0,24,28775,-1,-1
324,1.5153999925132666e-05,1,2671627975,256,1136544186,7,24,20504,24678,-1,1
324,0.0,1,2671627975,256,1136544186,5,0,24,24678,-1,-1
140,1.1490121429999363,0,3986496779,72,2592517054,4,0,72,24662,1,-1
4236,3.790000846493058e-07,0,3986496851,4168,2592517054,4,72,4168,20565,1,-1
140,1.0799999472510535e-07,0,3986501019,72,2592517054,4,0,72,12372,1,-1
4236,1.0700000530050602e-07,0,3986501091,4168,2592517054,4,72,4168,20563,1,-1
116,0.00019381699996756652,1,2592517054,48,3986505259,9,0,24,-1,-1,1
116,0.0,1,2592517054,48,3986505259,9,0,24,-1,-1,-1
21788,3.469999683147762e-07,0,3986537115,21720,2592517102,6,24,53272,-1,-1,-1
140,0.00011590699989483255,1,2592517102,72,3986579107,5,0,24,24662,-1,1
140,0.0,1,2592517102,72,3986579107,5,0,24,20563,-1,1
140,0.0,1,2592517102,72,3986579107,5,0,24,20565,-1,-1
4092,0.0005717190000495975,0,3986579107,4024,2592517102,6,24,24600,-1,-1,-1
92,0.00019969599998148624,1,2592517174,24,3986583131,5,0,24,12372,-1,-1
140,4.6299999212351395e-07,0,3986583131,72,2592517198,4,0,72,20567,1,-1
92,0.00013018300001021998,1,2592517198,24,3986583203,9,0,24,-1,-1,-1
964,0.00019705600004726875,0,3986639675,896,2592517222,6,24,57368,-1,-1,-1
92,0.00020048099997893587,1,2592517222,24,3986640571,5,0,24,20567,-1,-1
140,0.0015029580000600617,0,3986640571,72,2592517246,4,0,72,28760,0,-1
92,0.0008695269999634547,1,2592517246,24,3986640643,5,0,24,28760,-1,-1
4236,0.0016602639999518942,0,3986640643,4168,2592517270,4,72,4168,20568,1,-1
92,0.0019827779999559425,1,2592517270,24,3986644811,5,0,24,20568,-1,-1
140,0.03366250199997012,0,3986644811,72,2592517294,4,0,72,32857,0,-1
92,0.0002107200000409648,1,2592517294,24,3986644883,5,0,24,32857,-1,-1
5436,1.1200006611034041e-07,0,3986647779,5368,2592517318,4,72,8264,57440,1,-1
4236,1.309999788645655e-07,0,3986653147,4168,2592517318,4,72,4168,95,1,-1
4236,0.0001514240000233258,0,3986657315,4168,2592517318,4,72,4168,57438,1,-1
140,1.2399993920553243e-07,0,3986661483,72,2592517318,4,0,72,4189,1,-1
4236,1.8499997622711817e-07,0,3986661555,4168,2592517318,4,72,4168,8284,1,-1
4236,1.1600002380873775e-07,0,3986665723,4168,2592517318,4,72,4168,12379,1,-1
8332,8.410999998886837e-05,0,3986669891,8264,2592517318,4,72,8264,12378,1,-1
212,0.000294205000045622,1,2592517318,144,3986678155,5,0,24,57440,-1,1
212,0.0,1,2592517318,144,3986678155,5,0,24,95,-1,1
212,0.0,1,2592517318,144,3986678155,9,0,24,-1,-1,1
212,0.0,1,2592517318,144,3986678155,5,0,24,57438,-1,1
212,0.0,1,2592517318,144,3986678155,5,0,24,8284,-1,1
212,0.0,1,2592517318,144,3986678155,5,0,24,12379,-1,-1
92,7.655699994302267e-05,1,2592517462,24,3986678155,5,0,24,12378,-1,-1
8988,0.0001409879999982877,0,3986689739,8920,2592517462,6,24,20504,-1,-1,-1
92,0.00017372599995724158,1,2592517486,24,3986698659,5,0,24,4189,-1,-1
140,0.6145943359999819,0,1136544186,72,2671628231,4,0,72,28776,2,-1
1316,2.6310999942324997e-05,1,2671631127,1248,1136544258,7,24,4120,28776,-1,1
1316,0.0,1,2671631127,1248,1136544258,5,0,24,28776,-1,-1
140,0.6062394260000019,0,1136544258,72,2671632375,4,0,72,28777,1,-1
92,0.0001043419999859907,1,2671632375,24,1136544330,9,0,24,-1,-1,-1
6092,0.0018116210000016508,0,1136558810,6024,2671632399,6,24,20504,-1,-1,-1
92,0.006169102999933784,1,2671632399,24,1136564834,5,0,24,28777,-1,-1
140,0.9716503690000309,0,2052815211,72,121861993,4,0,72,32796,1,-1
92,0.00013303799994446308,1,121861993,24,2052815283,9,0,24,-1,-1,-1
8204,2.4999997094710125e-07,0,2052864515,8136,121862017,6,24,57368,-1,-1,-1
92,0.006086274000040248,1,121862017,24,2052872651,5,0,24,32796,-1,-1
140,0.001900768000041353,0,3986698659,72,2592517510,4,0,72,24657,1,-1
92,0.00012136099996951089,1,2592517510,24,3986698731,9,0,24,-1,-1,-1
1708,0.0011299369999733244,0,3986742171,1640,2592517534,6,24,45080,-1,-1,-1
92,0.000171690000001945,1,2592517534,24,3986743811,5,0,24,24657,-1,-1
140,0.0016676310000320882,0,3986743811,72,2592517558,4,0,72,36946,0,-1
92,0.0009291599999414757,1,2592517558,24,3986743883,5,0,24,36946,-1,-1
4236,0.0017035629999782032,0,3986743883,4168,2592517582,4,72,4168,24658,1,-1
92,0.0019112490000452453,1,2592517582,24,3986748051,5,0,24,24658,-1,-1
140,0.04541107199997896,0,2052872651,72,121862041,4,0,72,45085,0,-1
92,0.0001978899999812711,1,121862041,24,2052872723,5,0,24,45085,-1,-1
5436,3.240000978621538e-07,0,2052875619,5368,121862065,4,72,8264,45074,1,-1
16524,1.4299996564659523e-07,0,2052880987,16456,121862065,4,72,16456,45073,1,-1
4236,0.00012410599993017968,0,2052897443,4168,121862065,4,72,4168,32800,1,-1
4236,1.3000010312680388e-07,0,2052901611,4168,121862065,4,72,4168,28703,1,-1
164,0.0002848880000101417,1,121862065,96,2052911571,5,0,24,45074,-1,1
164,0.0,1,121862065,96,2052911571,5,0,24,45073,-1,1
164,0.0,1,121862065,96,2052911571,5,0,24,32800,-1,1
164,0.0,1,121862065,96,2052911571,5,0,24,28703,-1,-1
2540,0.0011919160000388729,0,2052911571,2472,121862065,4,72,8264,28702,1,-1
92,0.00015142199993078975,1,121862161,24,2052914043,5,0,24,28702,-1,-1
140,0.5979783129999987,0,2052914043,72,121862185,4,0,72,45075,2,-1
1316,2.7153000019097817e-05,1,121865081,1248,2052914115,7,24,4120,45075,-1,1
1316,0.0,1,121865081,1248,2052914115,5,0,24,45075,-1,-1
140,1.1852911290000065,0,3986748051,72,2592517606,4,0,72,24659,2,-1
1516,1.2487000049077324e-05,1,2592540774,1448,3986748123,7,24,24600,24659,-1,-1
76,1.2386999969749013e-05,1,2592542222,8,3986748123,5,0,24,24659,-1,-1
140,0.6043374270000186,0,1404392663,72,702257189,4,0,72,4169,2,-1
140,2.8800002382922685e-07,0,1404392735,72,702257189,4,0,72,72,2,-1
140,1.1939999922105926e-06,0,1404392807,72,702257189,4,0,72,12359,2,-1
1516,4.1471000031378935e-05,1,702260085,1448,1404392879,7,24,4120,12359,-1,1
1516,0.0,1,702260085,1448,1404392879,5,0,24,12359,-1,-1
1516,3.2315000112248526e-05,1,702273117,1448,1404392879,7,24,12312,72,-1,1
1516,0.0,1,702273117,1448,1404392879,5,0,24,72,-1,-1
420,2.816300002450589e-05,1,702277461,352,1404392879,7,24,4120,4169,-1,1
420,0.0,1,702277461,352,1404392879,5,0,24,4169,-1,-1
140,0.40003724799998963,0,3986748123,72,2592542230,4,0,72,16468,1,-1
92,9.441899999274028e-05,1,2592542230,24,3986748195,9,0,24,-1,-1,-1
3900,1.0300004760210868e-07,0,3986777155,3832,2592542254,6,24,32792,-1,-1,-1
92,0.006074453999985963,1,2592542254,24,3986780987,5,0,24,16468,-1,-1
140,0.3568258609999475,0,1404392879,72,702277813,4,0,72,12362,2,-1
1316,2.3759999976391555e-05,1,702280709,1248,1404392951,7,24,4120,12362,-1,1
1316,0.0,1,702280709,1248,1404392951,5,0,24,12362,-1,-1
140,0.8104961770000045,0,1404392951,72,702281957,4,0,72,8269,1,-1
4236,2.900000026784255e-07,0,1404393023,4168,702281957,4,72,4168,4172,1,-1
140,1.0710000424296595e-06,0,1404397191,72,702281957,4,0,72,8267,1,-1
116,0.00015395599996281817,1,702281957,48,1404397263,9,0,24,-1,-1,1
116,0.0,1,702281957,48,1404397263,9,0,24,-1,-1,-1
11652,0.0003887359999907858,0,1404414639,11584,702282005,6,24,24600,-1,-1,-1
116,9.127099997385812e-05,1,702282005,48,1404458079,5,0,24,8269,-1,1
116,0.0,1,702282005,48,1404458079,5,0,24,4172,-1,-1
6772,9.499990483163856e-08,0,1404497103,6704,702282005,6,24,81944,-1,-1,-1
92,0.00024385000006077462,1,702282053,24,1404503807,5,0,24,8267,-1,-1
140,3.2699995244911406e-07,0,1404503807,72,702282077,4,0,72,78,1,-1
92,0.00012119100006202643,1,702282077,24,1404503879,9,0,24,-1,-1,-1
2412,0.001445975000024191,0,1404558903,2344,702282101,6,24,57368,-1,-1,-1
92,0.00016219999997701962,1,702282101,24,1404561247,5,0,24,78,-1,-1
140,0.0018546730000252865,0,1404561247,72,702282125,4,0,72,20559,0,-1
92,0.0009224939999512571,1,702282125,24,1404561319,5,0,24,20559,-1,-1
4236,0.0017698049999808063,0,1404561319,4168,702282149,4,72,4168,4175,1,-1
92,0.0018722410000009404,1,702282149,24,1404565487,5,0,24,4175,-1,-1
140,0.03975178300004245,0,3986780987,72,2592542278,4,0,72,41045,0,-1
92,0.00019280599997273384,1,2592542278,24,3986781059,5,0,24,41045,-1,-1
1092,0.00013248999994175392,0,3986788299,1024,2592542302,4,72,8264,8285,1,-1
4236,9.600000794307562e-08,0,3986789323,4168,2592542302,4,72,4168,12380,1,-1
116,0.0001626490000035119,1,2592542302,48,3986794939,5,0,24,8285,-1,1
116,0.0,1,2592542302,48,3986794939,5,0,24,12380,-1,-1
3988,0.00034571499998037325,0,3986797835,3920,2592542302,4,72,8264,16475,1,-1
12428,2.4100006612570724e-07,0,3986801755,12360,2592542302,4,72,12360,16474,1,-1
4236,8.287599996492645e-05,0,3986814115,4168,2592542302,4,72,4168,20569,1,-1
4236,9.400002909387695e-08,0,3986818283,4168,2592542302,4,72,4168,24664,1,-1
140,0.000189062999993439,1,2592542350,72,3986822451,5,0,24,16475,-1,1
140,0.0,1,2592542350,72,3986822451,5,0,24,16474,-1,1
140,0.0,1,2592542350,72,3986822451,5,0,24,20569,-1,-1
92,2.9924000045866705e-05,1,2592542422,24,3986822451,5,0,24,24664,-1,-1
1340,0.00011564199996882962,0,3986825347,1272,2592542350,4,72,4168,24663,1,-1
6884,1.1700001323333709e-07,0,3986828067,6816,2592542350,4,72,8264,28758,1,-1
92,0.00012610699991455476,1,2592542446,24,3986834883,5,0,24,24663,-1,-1
92,7.858200001464866e-05,1,2592542470,24,3986834883,5,0,24,28758,-1,-1
140,1.1179884740000716,0,3986834883,72,2592542494,4,0,72,61534,2,-1
1316,2.6520000005803013e-05,1,2592545390,1248,3986834955,7,24,4120,61534,-1,1
1316,0.0,1,2592545390,1248,3986834955,5,0,24,61534,-1,-1
140,3.4300001061637886e-07,0,3986834955,72,2592546638,4,0,72,4191,2,-1
820,2.684100002170453e-05,1,2592558222,752,3986835027,7,24,12312,4191,-1,1
820,0.0,1,2592558222,752,3986835027,5,0,24,4191,-1,-1
140,0.29561220599998705,0,3986835027,72,2592558974,4,0,72,61536,2,-1
324,2.898699995057541e-05,1,2592579246,256,3986835099,7,24,20504,61536,-1,1
324,0.0,1,2592579246,256,3986835099,5,0,24,61536,-1,-1
2292,9.899997621687362e-08,0,3986845235,2224,2592579502,4,72,12360,28753,1,-1
92,0.006319403000020429,1,2592579502,24,3986847459,5,0,24,28753,-1,-1
140,0.1000483110000232,0,1404565487,72,702282173,4,0,72,8259,2,-1
140,3.440000000409782e-07,0,1404565559,72,702282173,4,0,72,8258,2,-1
140,1.1309999763398082e-06,0,1404565631,72,702282173,4,0,72,12353,2,-1
1516,1.1474999951133213e-05,1,702289413,1448,1404565703,7,24,8216,12353,-1,1
1516,0.0,1,702289413,1448,1404565703,5,0,24,12353,-1,-1
1516,3.293899999334826e-05,1,702293757,1448,1404565703,7,24,4120,8258,-1,1
1516,0.0,1,702293757,1448,1404565703,5,0,24,8258,-1,-1
668,3.2389000011789904e-05,1,702298101,600,1404565703,7,24,4120,8259,-1,1
668,0.0,1,702298101,600,1404565703,5,0,24,8259,-1,-1
4236,2.8599993129319046e-07,0,1404565703,4168,702298701,4,72,4168,12356,1,-1
92,0.00014587399994070438,1,702298701,24,1404569871,5,0,24,12356,-1,-1
140,0.06690437200006727,0,1404569871,72,702298725,4,0,72,12357,2,-1
1316,2.6857000079871796e-05,1,702301621,1248,1404569943,7,24,4120,12357,-1,1
1316,0.0,1,702301621,1248,1404569943,5,0,24,12357,-1,-1
140,0.16121885500001554,0,1404569943,72,702302869,4,0,72,16454,2,-1
1316,2.5641999968684104e-05,1,702305765,1248,1404570015,7,24,4120,16454,-1,1
1316,0.0,1,702305765,1248,1404570015,5,0,24,16454,-1,-1
5436,3.1000001854408765e-07,0,1404572911,5368,702307013,4,72,8264,16455,1,-1
92,0.006378083000072365,1,702307013,24,1404578279,5,0,24,16455,-1,-1
596,0.0013636209999958737,0,1136580762,528,2671632423,4,72,16456,20590,1,-1
2788,0.0004453940000530565,0,1136582738,2720,2671632423,4,72,4168,24685,1,-1
12428,3.939999260182958e-07,0,1136585458,12360,2671632423,4,72,12360,24684,1,-1
4236,0.00013862399998743058,0,1136597818,4168,2671632423,4,72,4168,28779,1,-1
2292,3.2600007671135245e-07,0,1136612122,2224,2671632423,4,72,12360,28778,1,-1
188,0.00419007299990426,1,2671632423,120,1136614346,5,0,24,28778,-1,1
188,0.0,1,2671632423,120,1136614346,5,0,24,28779,-1,1
188,0.0,1,2671632423,120,1136614346,5,0,24,24684,-1,1
188,0.0,1,2671632423,120,1136614346,5,0,24,24685,-1,1
188,0.0,1,2671632423,120,1136614346,5,0,24,20590,-1,-1
140,4.649999709727126e-07,0,1404578279,72,702307037,4,0,72,4168,1,-1
92,0.00012875900006292795,1,702307037,24,1404578351,9,0,24,-1,-1,-1
5804,0.0012550019999935103,0,1404621791,5736,702307061,6,24,49176,-1,-1,-1
92,0.0001945050000813353,1,702307061,24,1404627527,5,0,24,4168,-1,-1
140,0.0015842549998978939,0,1404627527,72,702307085,4,0,72,24649,0,-1
92,0.0009056620000365001,1,702307085,24,1404627599,5,0,24,24649,-1,-1
4236,0.0017788679999739543,0,1404627599,4168,702307109,4,72,4168,8265,1,-1
92,0.0020287830000143003,1,702307109,24,1404631767,5,0,24,8265,-1,-1
140,0.028995668999982627,0,2052914115,72,121866329,4,0,72,49172,0,-1
92,0.000209589000064625,1,121866329,24,2052914187,5,0,24,49172,-1,-1
4236,3.6199992337060394e-07,0,2052914187,4168,121866353,4,72,4168,40987,1,-1
92,0.00014452499999606516,1,121866353,24,2052928491,5,0,24,40987,-1,-1
3492,0.0002710630000137826,0,2052931387,3424,121866353,4,72,16456,36890,1,-1
4236,1.2900000001536682e-07,0,2052934811,4168,121866353,4,72,4168,40985,1,-1
4236,1.0899998414970469e-07,0,2052938979,4168,121866353,4,72,4168,45080,1,-1
4236,9.804000001167879e-05,0,2052943147,4168,121866353,4,72,4168,32791,1,-1
4236,1.0500002645130735e-07,0,2052947315,4168,121866353,4,72,4168,45078,1,-1
188,0.0002639670000235128,1,121866377,120,2052955827,5,0,24,36890,-1,1
188,0.0,1,121866377,120,2052955827,5,0,24,40985,-1,1
188,0.0,1,121866377,120,2052955827,5,0,24,45080,-1,1
188,0.0,1,121866377,120,2052955827,5,0,24,32791,-1,1
188,0.0,1,121866377,120,2052955827,5,0,24,45078,-1,-1
3988,0.0010498540000298817,0,2052955827,3920,121866377,4,72,8264,40981,1,-1
92,0.00015323399998123932,1,121866497,24,2052959747,5,0,24,40981,-1,-1
140,0.6480676620000168,0,1404631767,72,702307133,4,0,72,16458,2,-1
1316,2.9070999971736455e-05,1,702310029,1248,1404631839,7,24,4120,16458,-1,1
1316,0.0,1,702310029,1248,1404631839,5,0,24,16458,-1,-1
140,1.2900000001536682e-07,0,1404631839,72,702311277,4,0,72,12363,2,-1
1316,2.9091999977026717e-05,1,702314173,1248,1404631911,7,24,4120,12363,-1,1
1316,0.0,1,702314173,1248,1404631911,5,0,24,12363,-1,-1
4236,1.1210235349999493,0,3986847459,4168,2592579526,4,72,4168,28755,1,-1
4236,3.190000370523194e-07,0,3986851627,4168,2592579526,4,72,4168,28754,1,-1
116,0.006206924000025538,1,2592579526,48,3986855795,5,0,24,28754,-1,1
116,0.0,1,2592579526,48,3986855795,5,0,24,28755,-1,-1
4940,7.899996035121148e-08,0,3986867379,4872,2592579574,4,72,16456,20564,1,-1
92,0.0001755959999627521,1,2592579574,24,3986872251,5,0,24,20564,-1,-1
140,0.0016234409999924537,0,3986872251,72,2592579598,4,0,72,45141,0,-1
92,0.0009301970000024085,1,2592579598,24,3986872323,5,0,24,45141,-1,-1
4236,0.0017673050000439616,0,3986872323,4168,2592579622,4,72,4168,24661,1,-1
92,0.0018692180000243752,1,2592579622,24,3986876491,5,0,24,24661,-1,-1
140,0.016336149999915506,0,3986876491,72,2592579646,4,0,72,49238,0,-1
92,0.00017905400000017835,1,2592579646,24,3986876563,5,0,24,49238,-1,-1
4236,3.2399998417531606e-07,0,3986876563,4168,2592579670,4,72,4168,24665,1,-1
1340,8.794400002898328e-05,0,3986883627,1272,2592579670,4,72,4168,28760,1,-1
4236,1.0799999472510535e-07,0,3986884899,4168,2592579670,4,72,4168,28759,1,-1
116,0.00016181800003778335,1,2592579670,48,3986889067,5,0,24,24665,-1,1
116,0.0,1,2592579670,48,3986889067,5,0,24,28760,-1,-1
92,2.808599992931704e-05,1,2592579718,24,3986889067,5,0,24,28759,-1,-1
140,0.5321023059999561,0,3986889067,72,2592579742,4,0,72,20570,2,-1
1316,2.4444000018775114e-05,1,2592582638,1248,3986889139,7,24,4120,20570,-1,1
1316,0.0,1,2592582638,1248,3986889139,5,0,24,20570,-1,-1
140,0.29891339800008154,0,1136614346,72,2671632543,4,0,72,16495,2,-1
1316,4.087499996785482e-05,1,2671635439,1248,1136614418,7,24,4120,16495,-1,1
1316,0.0,1,2671635439,1248,1136614418,5,0,24,16495,-1,-1
140,9.700011105451267e-08,0,1136614418,72,2671636687,4,0,72,32868,2,-1
140,9.499990483163856e-08,0,1136614490,72,2671636687,4,0,72,32867,2,-1
140,1.0000007932831068e-07,0,1136614562,72,2671636687,4,0,72,28770,2,-1
140,9.600000794307562e-08,0,1136614634,72,2671636687,4,0,72,28769,2,-1
1516,4.742300006910227e-05,1,2671639583,1448,1136614706,7,24,4120,32868,-1,1
1516,0.0,1,2671639583,1448,1136614706,5,0,24,32868,-1,-1
1516,1.1424000035731297e-05,1,2671643927,1448,1136614706,7,24,4120,28770,-1,1
1516,0.0,1,2671643927,1448,1136614706,5,0,24,28770,-1,-1
140,1.1700001323333709e-07,0,1136614706,72,2671646823,4,0,72,32869,2,-1
420,3.1897999974717095e-05,1,2671656959,352,1136614706,7,24,12312,32867,-1,1
420,0.0,1,2671656959,352,1136614706,5,0,24,32867,-1,-1
1316,1.1110000059488812e-05,1,2671660207,1248,1136614706,7,24,4120,28769,-1,1
1316,0.0,1,2671660207,1248,1136614706,5,0,24,28769,-1,-1
1316,1.199199994061928e-05,1,2671664351,1248,1136614778,7,24,4120,32869,-1,1
1316,0.0,1,2671664351,1248,1136614778,5,0,24,32869,-1,-1
140,0.19243190600002436,0,1404631911,72,702315421,4,0,72,8268,2,-1
1316,2.6369000011072785e-05,1,702318317,1248,1404631983,7,24,4120,8268,-1,1
1316,0.0,1,702318317,1248,1404631983,5,0,24,8268,-1,-1
5436,5.75999933971616e-07,0,3986892035,5368,2592583886,4,72,8264,16476,1,-1
4236,1.5700004496466136e-07,0,3986897403,4168,2592583886,4,72,4168,20571,1,-1
116,0.006355873999950745,1,2592583886,48,3986901571,5,0,24,20571,-1,1
116,0.0,1,2592583886,48,3986901571,5,0,24,16476,-1,-1
140,0.0017832400000088455,0,3986901571,72,2592583934,4,0,72,12381,1,-1
92,0.00011536700003489386,1,2592583934,24,3986901643,9,0,24,-1,-1,-1
5348,0.0010895100000425373,0,3986929155,5280,2592583958,6,24,32792,-1,-1,-1
92,0.00017337299993869237,1,2592583958,24,3986934435,5,0,24,12381,-1,-1
140,0.0017544800000450778,0,3986934435,72,2592583982,4,0,72,53342,0,-1
92,0.0008904139999685867,1,2592583982,24,3986934507,5,0,24,53342,-1,-1
4236,0.001609278000046288,0,3986934507,4168,2592584006,4,72,4168,94,1,-1
92,0.0019754109999894354,1,2592584006,24,3986938675,5,0,24,94,-1,-1
140,0.007903467000005548,0,3986938675,72,2592584030,4,0,72,57439,0,-1
92,0.0002180769999995391,1,2592584030,24,3986938747,5,0,24,57439,-1,-1
4236,3.7500001326407073e-07,0,3986938747,4168,2592584054,4,72,4168,28757,1,-1
4236,1.6700005289749242e-07,0,3986942915,4168,2592584054,4,72,4168,24660,1,-1
4236,1.0799999472510535e-07,0,3986947083,4168,2592584054,4,72,4168,32851,1,-1
4236,0.00016713200000140205,0,3986951251,4168,2592584054,4,72,4168,32850,1,-1
4236,1.9599997358454857e-07,0,3986955419,4168,2592584054,4,72,4168,32849,1,-1
8332,1.7000002117129043e-07,0,3986959587,8264,2592584054,4,72,8264,96,1,-1
188,0.00024721599993426935,1,2592584054,120,3986967851,5,0,24,28757,-1,1
188,0.0,1,2592584054,120,3986967851,5,0,24,24660,-1,1
188,0.0,1,2592584054,120,3986967851,5,0,24,32851,-1,1
188,0.0,1,2592584054,120,3986967851,5,0,24,32850,-1,1
188,0.0,1,2592584054,120,3986967851,5,0,24,32849,-1,-1
92,3.11180000380773e-05,1,2592584174,24,3986967851,5,0,24,96,-1,-1
140,0.8480713339999966,0,1404631983,72,702319565,4,0,72,12365,2,-1
1316,2.9388000029939576e-05,1,702322461,1248,1404632055,7,24,4120,12365,-1,1
1316,0.0,1,702322461,1248,1404632055,5,0,24,12365,-1,-1
140,0.29823335900005077,0,3986967851,72,2592584198,4,0,72,32854,2,-1
1316,6.0861999941153044e-05,1,2592587094,1248,3986967923,7,24,4120,32854,-1,1
