packet_size,,,tcp_seq,tcp_size,tcp_ack,nvme_packet_type,nvme_packet_pdo,nvme_packet_plen,nvme_cid,nvme_opc,remain_data
140,1.2269350299999928,0,793693812,72,594343494,4,0,72,8193,24,-1
92,9.22090000017306e-05,1,594343494,24,793693884,5,0,24,8193,-1,-1
140,1.3293417349999856,0,793693884,72,594343518,4,0,72,12288,24,-1
92,9.16790000076162e-05,1,594343518,24,793693956,5,0,24,12288,-1,-1
140,1.2269842059999974,0,793693956,72,594343542,4,0,72,12289,24,-1
92,0.0001444689999914317,1,594343542,24,793694028,5,0,24,12289,-1,-1
140,1.328403198999979,0,793694028,72,594343566,4,0,72,16384,24,-1
92,7.907299999487805e-05,1,594343566,24,793694100,5,0,24,16384,-1,-1
140,1.2271127230000047,0,793694100,72,594343590,4,0,72,16385,24,-1
92,7.873100000210798e-05,1,594343590,24,793694172,5,0,24,16385,-1,-1
140,1.3293841409999914,0,793694172,72,594343614,4,0,72,20480,24,-1
92,9.968799997750466e-05,1,594343614,24,793694244,5,0,24,20480,-1,-1
140,1.226883669000017,0,793694244,72,594343638,4,0,72,20481,24,-1
92,7.260199998881944e-05,1,594343638,24,793694316,5,0,24,20481,-1,-1
140,1.328617845999986,0,793694316,72,594343662,4,0,72,24576,24,-1
92,0.0001002269999901273,1,594343662,24,793694388,5,0,24,24576,-1,-1
140,1.2266087140000081,0,793694388,72,594343686,4,0,72,24577,24,-1
92,9.258600002226558e-05,1,594343686,24,793694460,5,0,24,24577,-1,-1
140,1.1244558799999993,0,793694460,72,594343710,4,0,72,12,6,-1
1316,2.5687000004381844e-05,1,594346606,1248,793694532,7,24,4120,12,-1,1
1316,0.0,1,594346606,1248,793694532,5,0,24,12,-1,-1
140,9.200002182296885e-08,0,793694532,72,594347854,4,0,72,-1,-1,-1
92,0.00016495999997800936,1,594347854,24,793694604,5,0,24,28672,-1,-1
140,0.0016649180000172237,0,793694604,72,594347878,4,0,72,-1,-1,-1
92,7.472600000824059e-05,1,594347878,24,793694676,5,0,24,28673,-1,-1
196,3.069999934268708e-07,0,3782493891,128,2849753277,0,0,128,-1,-1,-1
196,0.00014870800001176576,1,2849753277,128,3782494019,1,0,128,-1,-1,-1
1164,2.459999848269945e-07,0,3782494019,1096,2849753405,4,72,1096,-1,-1,-1
92,0.0001452790000087134,1,2849753405,24,3782495115,5,0,24,0,-1,-1
140,0.0020237260000044444,0,3782495115,72,2849753429,4,0,72,-1,-1,-1
92,7.016399999315581e-05,1,2849753429,24,3782495187,5,0,24,1,-1,-1
140,0.001426256000002013,0,3782495187,72,2849753453,4,0,72,-1,-1,-1
92,3.331599998546153e-05,1,2849753453,24,3782495259,5,0,24,4096,-1,-1
140,0.0014742250000097101,0,3782495259,72,2849753477,4,0,72,-1,-1,-1
92,2.9785999998921397e-05,1,2849753477,24,3782495331,5,0,24,4097,-1,-1
140,0.001443585999993502,0,3782495331,72,2849753501,4,0,72,-1,-1,-1
92,4.968600001120649e-05,1,2849753501,24,3782495403,5,0,24,8192,-1,-1
140,0.0017014700000004268,0,3782495403,72,2849753525,4,0,72,-1,-1,-1
92,8.582499998510684e-05,1,2849753525,24,3782495475,5,0,24,8193,-1,-1
140,0.0017031620000125258,0,3782495475,72,2849753549,4,0,72,-1,-1,-1
92,0.00010612200000537086,1,2849753549,24,3782495547,5,0,24,12288,-1,-1
140,0.001550699999995686,0,3782495547,72,2849753573,4,0,72,-1,-1,-1
92,7.919099999753598e-05,1,2849753573,24,3782495619,5,0,24,12289,-1,-1
140,0.0015961649999951533,0,3782495619,72,2849753597,4,0,72,10,6,-1
1316,2.3734999984981187e-05,1,2849756493,1248,3782495691,7,24,4120,10,-1,1
1316,0.0,1,2849756493,1248,3782495691,5,0,24,10,-1,-1
140,0.0008061210000107621,0,3782495691,72,2849757741,4,0,72,11,9,-1
92,8.335299997952461e-05,1,2849757741,24,3782495763,5,0,24,11,-1,-1
212,0.0021143030000132512,0,3782495763,144,2849757765,4,0,72,31,12,1
212,0.0,0,3782495763,144,2849757765,4,0,72,12,6,-1
1316,2.357299999289353e-05,1,2849760661,1248,3782495907,7,24,4120,12,-1,1
1316,0.0,1,2849760661,1248,3782495907,5,0,24,12,-1,-1
140,0.004891503000010289,0,3782495907,72,2849757765,4,0,72,14,6,-1
1316,2.3107999993499106e-05,1,2849764805,1248,3782495979,7,24,4120,14,-1,1
1316,0.0,1,2849764805,1248,3782495979,5,0,24,14,-1,-1
140,0.0028798000000165302,0,3782495979,72,2849761909,4,0,72,6,2,-1
136,9.977999999932763e-05,1,2849766053,68,3782496051,7,24,44,6,-1,1
136,0.0,1,2849766053,68,3782496051,5,0,24,6,-1,-1
140,2.5800000003073364e-07,0,3782496051,72,2849766121,4,0,72,13,6,-1
140,8.699998943484388e-08,0,3782496123,72,2849766121,4,0,72,7,2,-1
1516,3.353299999275805e-05,1,2849769017,1448,3782496195,7,24,4120,13,-1,1
1516,0.0,1,2849769017,1448,3782496195,5,0,24,13,-1,-1
516,1.1041000021805303e-05,1,2849771913,448,3782496195,7,24,2072,7,-1,1
516,0.0,1,2849771913,448,3782496195,5,0,24,7,-1,-1
140,0.00014822299999650568,0,3782496195,72,2849770465,4,0,72,15,2,-1
92,7.783899999935784e-05,1,2849772361,24,3782496267,5,0,24,15,-1,-1
140,2.499999993688107e-07,0,3782496267,72,2849772361,4,0,72,8,2,-1
136,0.00010843699999441014,1,2849772385,68,3782496339,7,24,44,8,-1,1
136,0.0,1,2849772385,68,3782496339,5,0,24,8,-1,-1
140,2.729999835082708e-07,0,3782496339,72,2849772453,4,0,72,-1,-1,-1
92,9.399500001450178e-05,1,2849772453,24,3782496411,5,0,24,16384,-1,-1
140,0.0017711749999875792,0,3782496411,72,2849772477,4,0,72,-1,-1,-1
92,8.32400000092548e-05,1,2849772477,24,3782496483,5,0,24,16385,-1,-1
196,2.7500001920088835e-07,0,3157209352,128,2051352157,0,0,128,-1,-1,-1
196,0.00013522999998372143,1,2051352157,128,3157209480,1,0,128,-1,-1,-1
1164,1.6699999605407356e-07,0,3157209480,1096,2051352285,4,72,1096,-1,-1,-1
92,0.00013345300001788019,1,2051352285,24,3157210576,5,0,24,0,-1,-1
140,0.0014431939999894894,0,3157210576,72,2051352309,4,0,72,-1,-1,-1
92,7.570100001430546e-05,1,2051352309,24,3157210648,5,0,24,1,-1,-1
140,0.0013588659999754782,0,3157210648,72,2051352333,4,0,72,-1,-1,-1
92,6.388300002413416e-05,1,2051352333,24,3157210720,5,0,24,4096,-1,-1
140,0.0014210789999822282,0,3157210720,72,2051352357,4,0,72,-1,-1,-1
92,6.466300001761738e-05,1,2051352357,24,3157210792,5,0,24,4097,-1,-1
140,0.0015640969999992649,0,3157210792,72,2051352381,4,0,72,-1,-1,-1
92,8.295599999996739e-05,1,2051352381,24,3157210864,5,0,24,8192,-1,-1
140,0.0015668069999890122,0,3157210864,72,2051352405,4,0,72,-1,-1,-1
92,0.00010193200000685465,1,2051352405,24,3157210936,5,0,24,8193,-1,-1
140,0.0014464900000064063,0,3157210936,72,2051352429,4,0,72,-1,-1,-1
92,8.282499999268111e-05,1,2051352429,24,3157211008,5,0,24,12288,-1,-1
140,0.0015886129999955756,0,3157211008,72,2051352453,4,0,72,-1,-1,-1
92,8.213999998929467e-05,1,2051352453,24,3157211080,5,0,24,12289,-1,-1
140,0.0015446440000062012,0,3157211080,72,2051352477,4,0,72,18,6,-1
1316,2.317199999879449e-05,1,2051355373,1248,3157211152,7,24,4120,18,-1,1
1316,0.0,1,2051355373,1248,3157211152,5,0,24,18,-1,-1
140,0.0007465550000063104,0,3157211152,72,2051356621,4,0,72,19,2,-1
1316,2.590700000837387e-05,1,2051359517,1248,3157211224,7,24,4120,19,-1,1
1316,0.0,1,2051359517,1248,3157211224,5,0,24,19,-1,-1
140,4.229999888138991e-07,0,3157211224,72,2051360765,4,0,72,20,2,-1
1084,1.0283000023036948e-05,1,2051368005,1016,3157211296,7,24,8232,20,-1,1
1084,0.0,1,2051368005,1016,3157211296,5,0,24,20,-1,-1
140,6.739999776073091e-07,0,3157211296,72,2051369021,4,0,72,21,2,-1
628,0.00010960800000248128,1,2051369021,560,3157211368,7,24,536,21,-1,1
628,0.0,1,2051369021,560,3157211368,5,0,24,21,-1,-1
140,0.0016752510000230814,0,3157211368,72,2051369581,4,0,72,4114,9,-1
92,0.00010654899998030487,1,2051369581,24,3157211440,5,0,24,4114,-1,-1
196,2.959999960694404e-07,0,291740294,128,3015244763,0,0,128,-1,-1,-1
196,0.00013454000000479027,1,3015244763,128,291740422,1,0,128,-1,-1,-1
196,2.570000106061343e-07,0,779951793,128,3131650043,0,0,128,-1,-1,-1
196,0.00012587099999450402,1,3131650043,128,779951921,1,0,128,-1,-1,-1
196,1.7599998614059587e-07,0,759199008,128,4164484089,0,0,128,-1,-1,-1
196,0.00012191199999733726,1,4164484089,128,759199136,1,0,128,-1,-1,-1
196,1.870000119197357e-07,0,1998995618,128,2857921603,0,0,128,-1,-1,-1
196,0.00012502900000299633,1,2857921603,128,1998995746,1,0,128,-1,-1,-1
1164,2.2599999738304177e-07,0,291740422,1096,3015244891,4,72,1096,-1,-1,-1
92,0.00017901000001074863,1,3015244891,24,291741518,5,0,24,0,-1,-1
1164,0.0016823389999842675,0,779951921,1096,3131650171,4,72,1096,-1,-1,-1
92,0.0001722800000152347,1,3131650171,24,779953017,5,0,24,0,-1,-1
1164,0.001706870999981902,0,759199136,1096,4164484217,4,72,1096,-1,-1,-1
92,0.00020238100000824488,1,4164484217,24,759200232,5,0,24,0,-1,-1
1164,0.0016416470000137906,0,1998995746,1096,2857921731,4,72,1096,-1,-1,-1
92,0.00016533199999457793,1,2857921731,24,1998996842,5,0,24,0,-1,-1
140,0.0016288129999963985,0,3157211440,72,2051369605,4,0,72,4115,9,-1
92,6.921100001022751e-05,1,2051369605,24,3157211512,5,0,24,4115,-1,-1
140,0.0016544959999862385,0,3157211512,72,2051369629,4,0,72,31,12,-1
140,4.0200001194534707e-07,0,3157211584,72,2051369629,4,0,72,4116,6,-1
1316,2.2149000017179787e-05,1,2051372525,1248,3157211656,7,24,4120,4116,-1,1
1316,0.0,1,2051372525,1248,3157211656,5,0,24,4116,-1,-1
140,4.1300000930277747e-07,0,3157211656,72,2051372525,4,0,72,4117,6,-1
140,1.1939999922105926e-06,0,3157211728,72,2051373773,4,0,72,8210,6,-1
1516,3.4827000007453535e-05,1,2051376669,1448,3157211800,7,24,4120,4117,-1,1
1516,0.0,1,2051376669,1448,3157211800,5,0,24,4117,-1,-1
1116,1.0412999984055205e-05,1,2051381013,1048,3157211800,7,24,4120,8210,-1,1
1116,0.0,1,2051381013,1048,3157211800,5,0,24,8210,-1,-1
140,0.0007914120000123148,0,3157211800,72,2051381013,4,0,72,8211,6,-1
140,2.609999967262411e-07,0,3157211872,72,2051382061,4,0,72,8212,6,-1
1516,3.362399999673471e-05,1,2051384957,1448,3157211944,7,24,4120,8211,-1,1
1516,0.0,1,2051384957,1448,3157211944,5,0,24,8211,-1,-1
1116,9.994999999207721e-06,1,2051389301,1048,3157211944,7,24,4120,8212,-1,1
1116,0.0,1,2051389301,1048,3157211944,5,0,24,8212,-1,-1
140,0.0014803039999833345,0,3157211944,72,2051390349,4,0,72,22,6,-1
140,3.8900000731700857e-07,0,3157212016,72,2051390349,4,0,72,12306,2,-1
1516,3.0506000001651046e-05,1,2051393245,1448,3157212088,7,24,4120,22,-1,1
1516,0.0,1,2051393245,1448,3157212088,5,0,24,22,-1,-1
428,1.106799999206487e-05,1,2051394693,360,3157212088,7,24,536,12306,-1,1
428,0.0,1,2051394693,360,3157212088,5,0,24,12306,-1,-1
140,0.0006744470000228375,0,3157212088,72,2051395053,4,0,72,23,6,-1
1316,2.5344999983190064e-05,1,2051397949,1248,3157212160,7,24,4120,23,-1,1
1316,0.0,1,2051397949,1248,3157212160,5,0,24,23,-1,-1
140,0.0018997679999870343,0,779953017,72,3131650195,4,0,72,33,2,-1
140,0.0028954859999998916,0,3157212160,72,2051399197,4,0,72,12307,6,-1
1316,2.565600001958046e-05,1,2051402093,1248,3157212232,7,24,4120,12307,-1,1
1316,0.0,1,2051402093,1248,3157212232,5,0,24,12307,-1,-1
1316,2.377600000613711e-05,1,3131653091,1248,779953089,7,24,4120,33,-1,1
1316,0.0,1,3131653091,1248,779953089,5,0,24,33,-1,-1
140,4.050000086408545e-07,0,779953089,72,3131654339,4,0,72,34,2,-1
1316,2.4123999992298195e-05,1,3131657235,1248,779953161,7,24,4120,34,-1,1
1316,0.0,1,3131657235,1248,779953161,5,0,24,34,-1,-1
140,4.0899999476096127e-07,0,291741518,72,3015244915,4,0,72,97,2,-1
1316,2.3462000001472916e-05,1,3015247811,1248,291741590,7,24,4120,97,-1,1
1316,0.0,1,3015247811,1248,291741590,5,0,24,97,-1,-1
140,0.0026246829999934107,0,291741590,72,3015249059,4,0,72,98,2,-1
1316,2.4866000018164414e-05,1,3015251955,1248,291741662,7,24,4120,98,-1,1
1316,0.0,1,3015251955,1248,291741662,5,0,24,98,-1,-1
140,2.2500000795844244e-07,0,291741662,72,3015253203,4,0,72,99,2,-1
1316,2.2346999998035244e-05,1,3015256099,1248,291741734,7,24,4120,99,-1,1
1316,0.0,1,3015256099,1248,291741734,5,0,24,99,-1,-1
140,2.5800000003073364e-07,0,291741734,72,3015257347,4,0,72,100,2,-1
1316,2.5218000018867315e-05,1,3015260243,1248,291741806,7,24,4120,100,-1,1
1316,0.0,1,3015260243,1248,291741806,5,0,24,100,-1,-1
140,1.0499999802959792e-07,0,291741806,72,3015261491,4,0,72,101,2,-1
1316,2.4730000006911723e-05,1,3015264387,1248,291741878,7,24,4120,101,-1,1
1316,0.0,1,3015264387,1248,291741878,5,0,24,101,-1,-1
140,2.479999920979026e-07,0,779953161,72,3131658483,4,0,72,35,2,-1
1316,4.9541000009867275e-05,1,3131661379,1248,779953233,7,24,4120,35,-1,1
1316,0.0,1,3131661379,1248,779953233,5,0,24,35,-1,-1
140,2.7100000465907215e-07,0,779953233,72,3131662627,4,0,72,36,2,-1
1316,2.6673999997228748e-05,1,3131665523,1248,779953305,7,24,4120,36,-1,1
1316,0.0,1,3131665523,1248,779953305,5,0,24,36,-1,-1
140,2.289999940785492e-07,0,779953305,72,3131666771,4,0,72,37,2,-1
1316,4.363299998999537e-05,1,3131669667,1248,779953377,7,24,4120,37,-1,1
1316,0.0,1,3131669667,1248,779953377,5,0,24,37,-1,-1
140,2.4700000267330324e-07,0,779953377,72,3131670915,4,0,72,38,2,-1
1316,2.5061000002324363e-05,1,3131673811,1248,779953449,7,24,4120,38,-1,1
1316,0.0,1,3131673811,1248,779953449,5,0,24,38,-1,-1
140,2.5800000003073364e-07,0,779953449,72,3131675059,4,0,72,39,2,-1
1316,2.5276000002349974e-05,1,3131677955,1248,779953521,7,24,4120,39,-1,1
1316,0.0,1,3131677955,1248,779953521,5,0,24,39,-1,-1
140,3.179999907843012e-07,0,779953521,72,3131679203,4,0,72,40,2,-1
1316,2.425499999958447e-05,1,3131682099,1248,779953593,7,24,4120,40,-1,1
1316,0.0,1,3131682099,1248,779953593,5,0,24,40,-1,-1
140,2.8600001655831875e-07,0,779953593,72,3131683347,4,0,72,41,2,-1
1316,2.5219000008291914e-05,1,3131686243,1248,779953665,7,24,4120,41,-1,1
1316,0.0,1,3131686243,1248,779953665,5,0,24,41,-1,-1
140,2.2399999011213367e-07,0,779953665,72,3131687491,4,0,72,42,2,-1
1316,2.347000000213484e-05,1,3131690387,1248,779953737,7,24,4120,42,-1,1
1316,0.0,1,3131690387,1248,779953737,5,0,24,42,-1,-1
140,2.3000001192485797e-07,0,291741878,72,3015265635,4,0,72,102,2,-1
1316,2.4269000022059117e-05,1,3015268531,1248,291741950,7,24,4120,102,-1,1
1316,0.0,1,3015268531,1248,291741950,5,0,24,102,-1,-1
140,3.010000000358559e-07,0,291741950,72,3015269779,4,0,72,103,2,-1
1316,2.4693000000297616e-05,1,3015272675,1248,291742022,7,24,4120,103,-1,1
1316,0.0,1,3015272675,1248,291742022,5,0,24,103,-1,-1
140,2.240000185338431e-07,0,291742022,72,3015273923,4,0,72,104,2,-1
1316,2.259299998286224e-05,1,3015276819,1248,291742094,7,24,4120,104,-1,1
1316,0.0,1,3015276819,1248,291742094,5,0,24,104,-1,-1
140,1.8699998349802627e-07,0,291742094,72,3015278067,4,0,72,105,2,-1
1316,2.3453000011386393e-05,1,3015280963,1248,291742166,7,24,4120,105,-1,1
1316,0.0,1,3015280963,1248,291742166,5,0,24,105,-1,-1
140,4.0599999806545384e-07,0,291742166,72,3015282211,4,0,72,106,2,-1
1316,2.3579000014706253e-05,1,3015285107,1248,291742238,7,24,4120,106,-1,1
1316,0.0,1,3015285107,1248,291742238,5,0,24,106,-1,-1
140,2.0100000597267353e-07,0,291742238,72,3015286355,4,0,72,107,2,-1
1316,2.3142999992842306e-05,1,3015289251,1248,291742310,7,24,4120,107,-1,1
1316,0.0,1,3015289251,1248,291742310,5,0,24,107,-1,-1
140,2.630000039971492e-07,0,291742310,72,3015290499,4,0,72,108,2,-1
1316,3.123100000834711e-05,1,3015293395,1248,291742382,7,24,4120,108,-1,1
1316,0.0,1,3015293395,1248,291742382,5,0,24,108,-1,-1
140,2.499999993688107e-07,0,291742382,72,3015294643,4,0,72,109,2,-1
1316,2.3590000012063683e-05,1,3015297539,1248,291742454,7,24,4120,109,-1,1
1316,0.0,1,3015297539,1248,291742454,5,0,24,109,-1,-1
140,5.809999947814504e-07,0,291742454,72,3015298787,4,0,72,110,2,-1
1316,2.3854000005485432e-05,1,3015301683,1248,291742526,7,24,4120,110,-1,1
1316,0.0,1,3015301683,1248,291742526,5,0,24,110,-1,-1
140,3.7999998880877683e-07,0,291742526,72,3015302931,4,0,72,111,2,-1
1316,2.3760999994237864e-05,1,3015305827,1248,291742598,7,24,4120,111,-1,1
1316,0.0,1,3015305827,1248,291742598,5,0,24,111,-1,-1
140,2.499999993688107e-07,0,291742598,72,3015307075,4,0,72,112,2,-1
1316,2.3497000000816115e-05,1,3015309971,1248,291742670,7,24,4120,112,-1,1
1316,0.0,1,3015309971,1248,291742670,5,0,24,112,-1,-1
140,2.130000211764127e-07,0,291742670,72,3015311219,4,0,72,4193,2,-1
1316,2.2791000020561114e-05,1,3015314115,1248,291742742,7,24,4120,4193,-1,1
1316,0.0,1,3015314115,1248,291742742,5,0,24,4193,-1,-1
140,2.5100001721511944e-07,0,291742742,72,3015315363,4,0,72,4194,2,-1
1316,2.4321000012150762e-05,1,3015318259,1248,291742814,7,24,4120,4194,-1,1
1316,0.0,1,3015318259,1248,291742814,5,0,24,4194,-1,-1
140,2.920000099493336e-07,0,291742814,72,3015319507,4,0,72,4195,2,-1
1316,2.254599999673701e-05,1,3015322403,1248,291742886,7,24,4120,4195,-1,1
1316,0.0,1,3015322403,1248,291742886,5,0,24,4195,-1,-1
140,2.5800000003073364e-07,0,291742886,72,3015323651,4,0,72,4196,2,-1
1316,2.400400001079106e-05,1,3015326547,1248,291742958,7,24,4120,4196,-1,1
1316,0.0,1,3015326547,1248,291742958,5,0,24,4196,-1,-1
140,2.379999841650715e-07,0,291742958,72,3015327795,4,0,72,4197,2,-1
1316,2.6719000004504778e-05,1,3015330691,1248,291743030,7,24,4120,4197,-1,1
1316,0.0,1,3015330691,1248,291743030,5,0,24,4197,-1,-1
140,4.0599999806545384e-07,0,291743030,72,3015331939,4,0,72,4198,2,-1
1316,2.4656000022105218e-05,1,3015334835,1248,291743102,7,24,4120,4198,-1,1
1316,0.0,1,3015334835,1248,291743102,5,0,24,4198,-1,-1
140,2.2599999738304177e-07,0,291743102,72,3015336083,4,0,72,4199,2,-1
140,8.700001785655331e-08,0,291743174,72,3015336083,4,0,72,4200,2,-1
140,1.0200000133409048e-07,0,291743246,72,3015336083,4,0,72,4201,2,-1
140,9.199999340125942e-08,0,291743318,72,3015336083,4,0,72,4202,2,-1
140,8.499998216393578e-08,0,291743390,72,3015336083,4,0,72,4203,2,-1
1516,4.0379000012080724e-05,1,3015338979,1448,291743462,7,24,4120,4199,-1,1
1516,0.0,1,3015338979,1448,291743462,5,0,24,4199,-1,-1
1516,1.2892999990299359e-05,1,3015347667,1448,291743462,7,24,8216,4200,-1,1
1516,0.0,1,3015347667,1448,291743462,5,0,24,4200,-1,-1
876,1.9507999979850865e-05,1,3015372283,808,291743462,7,24,24600,4201,-1,1
876,0.0,1,3015372283,808,291743462,5,0,24,4201,-1,-1
740,1.0180000003856549e-05,1,3015433907,672,291743462,7,24,61464,4202,-1,1
740,0.0,1,3015433907,672,291743462,5,0,24,4202,-1,-1
1116,9.789999978693231e-06,1,3015560555,1048,291743462,7,24,127000,4203,-1,1
1116,0.0,1,3015560555,1048,291743462,5,0,24,4203,-1,-1
140,8.899999670575198e-08,0,291743462,72,3015561603,4,0,72,4204,2,-1
420,9.269999992511657e-06,1,3015819347,352,291743534,7,24,258072,4204,-1,1
420,0.0,1,3015819347,352,291743534,5,0,24,4204,-1,-1
140,1.610000026630587e-07,0,291743534,72,3015819699,4,0,72,4205,2,-1
140,8.000000661922968e-08,0,291743606,72,3015819699,4,0,72,4206,2,-1
140,7.999997819752025e-08,0,291743678,72,3015819699,4,0,72,4207,2,-1
140,9.490000002188026e-05,0,291743750,72,3015819699,4,0,72,4208,2,-1
140,7.799999934832158e-08,0,291743822,72,3015819699,4,0,72,8289,2,-1
140,8.199998546842835e-08,0,291743894,72,3015819699,4,0,72,8290,2,-1
140,8.000000661922968e-08,0,291743966,72,3015819699,4,0,72,8291,2,-1
140,8.000000661922968e-08,0,291744038,72,3015819699,4,0,72,8292,2,-1
1516,0.00012026100000639417,1,3015835627,1448,291744110,7,24,16408,4205,-1,1
1516,0.0,1,3015835627,1448,291744110,5,0,24,4205,-1,-1
1516,9.382000001778579e-06,1,3015839971,1448,291744110,7,24,4120,4206,-1,1
1516,0.0,1,3015839971,1448,291744110,5,0,24,4206,-1,-1
1516,9.023999979262953e-06,1,3015847211,1448,291744110,7,24,8216,4207,-1,1
1516,0.0,1,3015847211,1448,291744110,5,0,24,4207,-1,-1
1516,8.849000010968666e-06,1,3015864587,1448,291744110,7,24,16408,4208,-1,1
1516,0.0,1,3015864587,1448,291744110,5,0,24,4208,-1,-1
1516,9.270999981936257e-06,1,3015950155,1448,291744110,7,24,86040,8289,-1,1
1516,0.0,1,3015950155,1448,291744110,5,0,24,8289,-1,-1
1516,3.858599998807222e-05,1,3015974771,1448,291744110,7,24,24600,8290,-1,1
1516,0.0,1,3015974771,1448,291744110,5,0,24,8290,-1,-1
1004,9.123000012323246e-06,1,3016015707,936,291744110,7,24,40984,8291,-1,1
1004,0.0,1,3016015707,936,291744110,5,0,24,8291,-1,-1
780,9.011999992480924e-06,1,3016052843,712,291744110,7,24,36888,8292,-1,1
780,0.0,1,3016052843,712,291744110,5,0,24,8292,-1,-1
140,0.0008570340000062515,0,291744110,72,3016053555,4,0,72,8293,2,-1
140,1.8200000795332016e-07,0,291744182,72,3016053555,4,0,72,8294,2,-1
140,8.000000661922968e-08,0,291744254,72,3016053555,4,0,72,8295,2,-1
140,7.999997819752025e-08,0,291744326,72,3016053555,4,0,72,8296,2,-1
140,8.099999604382901e-08,0,291744398,72,3016053555,4,0,72,8297,2,-1
1516,8.93500001097891e-06,1,3016110027,1448,291744470,7,24,57368,8293,-1,1
1516,0.0,1,3016110027,1448,291744470,5,0,24,8293,-1,-1
1516,9.001000023545203e-06,1,3016175139,1448,291744470,7,24,65560,8294,-1,1
1516,0.0,1,3016175139,1448,291744470,5,0,24,8294,-1,-1
1460,9.09599998522026e-06,1,3016236627,1392,291744470,7,24,61464,8295,-1,1
1460,0.0,1,3016236627,1392,291744470,5,0,24,8295,-1,-1
1516,9.23199999647295e-06,1,3016265531,1448,291744470,7,24,28696,8296,-1,1
1516,0.0,1,3016265531,1448,291744470,5,0,24,8296,-1,-1
1516,9.089000002404646e-06,1,3016285803,1448,291744470,7,24,20504,8297,-1,-1
84,2.7746999990085897e-05,1,3016287251,16,291744470,5,0,24,8297,-1,-1
140,0.005563906999981327,0,3157212232,72,2051403341,4,0,72,12308,6,-1
1316,1.9578000006958973e-05,1,2051406237,1248,3157212304,7,24,4120,12308,-1,1
1316,0.0,1,2051406237,1248,3157212304,5,0,24,12308,-1,-1
140,8.699998943484388e-08,0,3157212304,72,2051407485,4,0,72,8213,6,-1
1316,3.10519999970893e-05,1,2051410381,1248,3157212376,7,24,4120,8213,-1,1
1316,0.0,1,2051410381,1248,3157212376,5,0,24,8213,-1,-1
140,3.830000139259937e-07,0,3157212376,72,2051411629,4,0,72,16402,6,-1
1316,3.0076999991024422e-05,1,2051414525,1248,3157212448,7,24,4120,16402,-1,1
1316,0.0,1,2051414525,1248,3157212448,5,0,24,16402,-1,-1
140,2.304399023000002,0,3157212448,72,2051415773,4,0,72,16384,24,-1
92,9.854800001107833e-05,1,2051415773,24,3157212520,5,0,24,16384,-1,-1
140,1.2774761679999926,0,3157212520,72,2051415797,4,0,72,16385,24,-1
92,6.473299998788207e-05,1,2051415797,24,3157212592,5,0,24,16385,-1,-1
140,1.3199231760000032,0,3157212592,72,2051415821,4,0,72,20480,24,-1
92,0.00024759300001164775,1,2051415821,24,3157212664,5,0,24,20480,-1,-1
140,1.3286259590000213,0,3157212664,72,2051415845,4,0,72,20481,24,-1
92,9.44939999953931e-05,1,2051415845,24,3157212736,5,0,24,20481,-1,-1
140,1.2267478230000108,0,3157212736,72,2051415869,4,0,72,24576,24,-1
92,8.372299998882227e-05,1,2051415869,24,3157212808,5,0,24,24576,-1,-1
140,1.329214755999999,0,3157212808,72,2051415893,4,0,72,24577,24,-1
92,0.00010346600001298611,1,2051415893,24,3157212880,5,0,24,24577,-1,-1
140,1.1818432880000103,0,3157212880,72,2051415917,4,0,72,28672,24,-1
92,8.879399999273119e-05,1,2051415917,24,3157212952,5,0,24,28672,-1,-1
